,Team,Player,Int,Yds,Avg,Lg,TD,Solo,Ast,Tot,Sack,YdsL,Season,Type
16,New England Patriots,Corey Mays,0,0,0.00,0,0,0,1,0,1,0.0,2007,Defense
17,New England Patriots,Brandon Meriweather,0,0,0.00,0,0,0,19,9,28,0.0,2007,Defense
18,New England Patriots,Mel Mitchell,0,0,0.00,0,0,0,10,1,11,0.0,2007,Defense
19,New England Patriots,Rashad Moore,0,0,0.00,0,0,0,1,0,1,0.0,2007,Defense
20,New England Patriots,Sammy Morris,0,0,0.00,0,0,0,0,1,1,0.0,2007,Defense
21,New England Patriots,Randy Moss,0,0,0.00,0,0,0,1,0,1,0.0,2007,Defense
22,New England Patriots,Lonie Paxton,0,0,0.00,0,0,0,1,0,1,0.0,2007,Defense
23,New England Patriots,Asante Samuel,6,89,14.83,42,42,1,43,3,46,0.0,2007,Defense
24,New England Patriots,James Sanders,2,43,21.50,42,42,0,51,19,70,0.0,2007,Defense
25,New England Patriots,Junior Seau,3,28,9.33,23,23,0,57,16,73,3.5,2007,Defense
26,New England Patriots,Richard Seymour,0,0,0.00,0,0,0,15,8,23,1.5,2007,Defense
27,New England Patriots,Le Kevin Smith,0,0,0.00,0,0,0,3,0,3,0.0,2007,Defense
28,New England Patriots,Antwain Spann,0,0,0.00,0,0,0,1,0,1,0.0,2007,Defense
29,New England Patriots,Donte' Stallworth,0,0,0.00,0,0,0,2,0,2,0.0,2007,Defense
30,New England Patriots,Adalius Thomas,1,65,65.00,65t,65t,1,58,21,79,6.5,2007,Defense
31,New England Patriots,Santonio Thomas,0,0,0.00,0,0,0,2,1,3,0.0,2007,Defense
32,New England Patriots,Mike Vrabel,0,0,0.00,0,0,0,56,21,77,12.5,2007,Defense
33,New England Patriots,Ty Warren,0,0,0.00,0,0,0,34,19,53,4.0,2007,Defense
34,New England Patriots,Kelley Washington,0,0,0.00,0,0,0,11,5,16,0.0,2007,Defense
35,New England Patriots,Wes Welker,0,0,0.00,0,0,0,3,0,3,0.0,2007,Defense
36,New England Patriots,Vince Wilfork,0,0,0.00,0,0,0,36,12,48,2.0,2007,Defense
37,New England Patriots,Eugene Wilson,1,5,5.00,5t,5t,1,27,4,31,0.0,2007,Defense
38,New England Patriots,Pierre Woods,0,0,0.00,0,0,0,14,7,21,0.0,2007,Defense
39,New England Patriots,Mike Wright,0,0,0.00,0,0,0,8,2,10,0.5,2007,Defense
0,New England Patriots,Sam Aiken,0,0,0.00,0,0,0,5,2,7,0.0,2008,Defense
1,New England Patriots,Eric Alexander,0,0,0.00,0,0,0,0,1,1,0.0,2008,Defense
2,New England Patriots,Tedy Bruschi,0,0,0.00,0,0,0,38,38,76,0.0,2008,Defense
3,New England Patriots,Matt Cassel,0,0,0.00,0,0,0,2,0,2,0.0,2008,Defense
4,New England Patriots,Rosevelt Colvin,0,0,0.00,0,0,0,6,2,8,0.0,2008,Defense
5,New England Patriots,Heath Evans,0,0,0.00,0,0,0,2,1,3,0.0,2008,Defense
6,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,1,0,1,0.0,2008,Defense
7,New England Patriots,Stephen Gostkowski,0,0,0.00,0,0,0,1,2,3,0.0,2008,Defense
8,New England Patriots,Jarvis Green,0,0,0.00,0,0,0,22,7,29,2.0,2008,Defense
9,New England Patriots,BenJarvus Green-Ellis,0,0,0.00,0,0,0,1,0,1,0.0,2008,Defense
10,New England Patriots,Gary Guyton,0,0,0.00,0,0,0,25,8,33,0.0,2008,Defense
11,New England Patriots,Chris Hanson,0,0,0.00,0,0,0,1,2,3,0.0,2008,Defense
12,New England Patriots,Rodney Harrison,1,0,0.00,0,0,0,27,18,45,0.0,2008,Defense
13,New England Patriots,Ellis Hobbs,3,0,0.00,4,4,0,39,8,47,1.5,2008,Defense
14,New England Patriots,Larry Izzo,0,0,0.00,0,0,0,11,1,12,0.0,2008,Defense
15,New England Patriots,Logan Mankins,0,0,0.00,0,0,0,3,0,3,0.0,2008,Defense
16,New England Patriots,Jerod Mayo,0,0,0.00,0,0,0,100,28,128,0.0,2008,Defense
17,New England Patriots,Brandon Meriweather,4,25,6.25,19,19,0,61,22,83,2.0,2008,Defense
18,New England Patriots,Randy Moss,0,0,0.00,0,0,0,4,0,4,0.0,2008,Defense
19,New England Patriots,Deltha O'Neal,3,49,16.33,47,47,0,30,2,32,0.0,2008,Defense
20,New England Patriots,Lonie Paxton,0,0,0.00,0,0,0,0,1,1,0.0,2008,Defense
21,New England Patriots,Vince Redd,0,0,0.00,0,0,0,5,3,8,0.0,2008,Defense
22,New England Patriots,Mike Richardson,0,0,0.00,0,0,0,15,2,17,0.0,2008,Defense
23,New England Patriots,James Sanders,1,9,9.00,9,9,0,44,23,67,0.0,2008,Defense
24,New England Patriots,Lewis Sanders,0,0,0.00,0,0,0,23,4,27,0.0,2008,Defense
25,New England Patriots,Junior Seau,0,0,0.00,0,0,0,15,7,22,0.0,2008,Defense
26,New England Patriots,Richard Seymour,0,0,0.00,0,0,0,34,17,51,8.0,2008,Defense
27,New England Patriots,Matt Slater,0,0,0.00,0,0,0,11,1,12,0.0,2008,Defense
28,New England Patriots,Le Kevin Smith,0,0,0.00,0,0,0,11,3,14,0.0,2008,Defense
29,New England Patriots,Antwain Spann,0,0,0.00,0,0,0,4,1,5,0.0,2008,Defense
30,New England Patriots,Adalius Thomas,0,0,0.00,0,0,0,24,9,33,5.0,2008,Defense
31,New England Patriots,Raymond Ventrone,0,0,0.00,0,0,0,6,1,7,0.0,2008,Defense
32,New England Patriots,Mike Vrabel,1,5,5.00,5,5,0,40,22,62,4.0,2008,Defense
33,New England Patriots,Ty Warren,0,0,0.00,0,0,0,31,10,41,2.0,2008,Defense
34,New England Patriots,Kelley Washington,0,0,0.00,0,0,0,7,2,9,0.0,2008,Defense
35,New England Patriots,Benjamin Watson,0,0,0.00,0,0,0,2,0,2,0.0,2008,Defense
36,New England Patriots,Jason Webster,0,0,0.00,0,0,0,3,2,5,0.0,2008,Defense
37,New England Patriots,Wes Welker,0,0,0.00,0,0,0,4,0,4,0.0,2008,Defense
38,New England Patriots,Terrence Wheatley,0,0,0.00,0,0,0,2,0,2,0.0,2008,Defense
39,New England Patriots,Vince Wilfork,0,0,0.00,0,0,0,45,21,66,2.0,2008,Defense
40,New England Patriots,Jonathan Wilhite,1,16,16.00,16,16,0,23,4,27,0.0,2008,Defense
41,New England Patriots,Pierre Woods,0,0,0.00,0,0,0,26,9,35,1.0,2008,Defense
42,New England Patriots,Mike Wright,0,0,0.00,0,0,0,21,6,27,2.5,2008,Defense
0,New England Patriots,Titus Adams,0,0,0.00,0,0,0,1,1,2,0.0,2009,Defense
1,New England Patriots,Sam Aiken,0,0,0.00,0,0,0,6,3,9,0.0,2009,Defense
2,New England Patriots,Eric Alexander,0,0,0.00,0,0,0,8,4,12,0.0,2009,Defense
3,New England Patriots,Kyle Arrington,0,0,0.00,0,0,0,14,4,18,0.0,2009,Defense
4,New England Patriots,Tully Banta-Cain,0,0,0.00,0,0,0,35,20,55,10.0,2009,Defense
5,New England Patriots,Leigh Bodden,5,60,12.00,53t,53t,1,48,8,56,0.0,2009,Defense
6,New England Patriots,Ron Brace,0,0,0.00,0,0,0,6,2,8,0.0,2009,Defense
7,New England Patriots,Derrick Burgess,0,0,0.00,0,0,0,27,7,34,5.0,2009,Defense
8,New England Patriots,Darius Butler,3,91,30.33,91t,91t,1,33,2,35,0.0,2009,Defense
9,New England Patriots,Patrick Chung,1,2,2.00,2,2,0,25,12,37,2.0,2009,Defense
10,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,1,0,1,0.0,2009,Defense
11,New England Patriots,Stephen Gostkowski,0,0,0.00,0,0,0,5,0,5,0.0,2009,Defense
12,New England Patriots,Jarvis Green,0,0,0.00,0,0,0,21,15,36,1.0,2009,Defense
13,New England Patriots,BenJarvus Green-Ellis,0,0,0.00,0,0,0,0,1,1,0.0,2009,Defense
14,New England Patriots,Gary Guyton,0,0,0.00,0,0,0,55,30,85,1.5,2009,Defense
15,New England Patriots,Dan Koppen,0,0,0.00,0,0,0,2,0,2,0.0,2009,Defense
16,New England Patriots,Bret Lockett,0,0,0.00,0,0,0,5,2,7,0.0,2009,Defense
17,New England Patriots,Logan Mankins,0,0,0.00,0,0,0,1,0,1,0.0,2009,Defense
18,New England Patriots,Laurence Maroney,0,0,0.00,0,0,0,1,0,1,0.0,2009,Defense
19,New England Patriots,Jerod Mayo,0,0,0.00,0,0,0,70,33,103,1.5,2009,Defense
20,New England Patriots,Brandon McGowan,0,0,0.00,0,0,0,58,20,78,0.0,2009,Defense
21,New England Patriots,Brandon Meriweather,5,149,29.80,56,56,1,54,30,84,0.0,2009,Defense
22,New England Patriots,Randy Moss,1,0,0.00,0,0,0,3,0,3,0.0,2009,Defense
23,New England Patriots,Rob Ninkovich,0,0,0.00,0,0,0,14,9,23,1.0,2009,Defense
24,New England Patriots,Myron Pryor,0,0,0.00,0,0,0,12,8,20,0.0,2009,Defense
25,New England Patriots,James Sanders,0,0,0.00,0,0,0,32,16,48,0.0,2009,Defense
26,New England Patriots,Terdell Sands,0,0,0.00,0,0,0,1,0,1,0.0,2009,Defense
27,New England Patriots,Junior Seau,0,0,0.00,0,0,0,9,5,14,0.0,2009,Defense
28,New England Patriots,Matt Slater,0,0,0.00,0,0,0,5,1,6,0.0,2009,Defense
29,New England Patriots,Shawn Springs,1,8,8.00,8,8,0,34,5,39,0.0,2009,Defense
30,New England Patriots,Fred Taylor,0,0,0.00,0,0,0,1,0,1,0.0,2009,Defense
31,New England Patriots,Adalius Thomas,0,0,0.00,0,0,0,26,8,34,3.0,2009,Defense
32,New England Patriots,Ty Warren,0,0,0.00,0,0,0,33,13,46,1.0,2009,Defense
33,New England Patriots,Benjamin Watson,0,0,0.00,0,0,0,1,0,1,0.0,2009,Defense
34,New England Patriots,Wes Welker,0,0,0.00,0,0,0,3,0,3,0.0,2009,Defense
35,New England Patriots,Terrence Wheatley,0,0,0.00,0,0,0,2,0,2,0.0,2009,Defense
36,New England Patriots,Vince Wilfork,0,0,0.00,0,0,0,31,12,43,0.0,2009,Defense
37,New England Patriots,Jonathan Wilhite,2,17,8.50,17,17,0,37,8,45,0.0,2009,Defense
38,New England Patriots,Pierre Woods,0,0,0.00,0,0,0,25,11,36,0.0,2009,Defense
0,New England Patriots,Kyle Arrington,1,36,36.00,36t,36t,1,60,11,71,0.0,2010,Defense
1,New England Patriots,Tully Banta-Cain,0,0,0.00,0,0,0,36,9,45,5.0,2010,Defense
2,New England Patriots,Ron Brace,0,0,0.00,0,0,0,15,8,23,0.0,2010,Defense
3,New England Patriots,Sergio Brown,0,0,0.00,0,0,0,9,2,11,0.0,2010,Defense
4,New England Patriots,Darius Butler,0,0,0.00,0,0,0,22,1,23,0.0,2010,Defense
5,New England Patriots,Tony Carter,0,0,0.00,0,0,0,1,0,1,0.0,2010,Defense
6,New England Patriots,Patrick Chung,3,96,32.00,51t,51t,1,72,24,96,0.0,2010,Defense
7,New England Patriots,Landon Cohen,0,0,0.00,0,0,0,3,0,3,0.0,2010,Defense
8,New England Patriots,Shawn Crable,0,0,0.00,0,0,0,2,2,4,0.5,2010,Defense
9,New England Patriots,Jermaine Cunningham,0,0,0.00,0,0,0,28,7,35,1.0,2010,Defense
10,New England Patriots,Brandon Deaderick,0,0,0.00,0,0,0,9,1,10,2.0,2010,Defense
11,New England Patriots,Julian Edelman,0,0,0.00,0,0,0,1,0,1,0.0,2010,Defense
12,New England Patriots,Dane Fletcher,1,0,0.00,0,0,0,17,6,23,2.0,2010,Defense
13,New England Patriots,BenJarvus Green-Ellis,0,0,0.00,0,0,0,1,0,1,0.0,2010,Defense
14,New England Patriots,Gary Guyton,2,72,36.00,59t,59t,1,44,19,63,3.0,2010,Defense
15,New England Patriots,Kyle Love,0,0,0.00,0,0,0,5,2,7,1.0,2010,Defense
16,New England Patriots,Jerod Mayo,0,0,0.00,0,0,0,113,61,174,2.0,2010,Defense
17,New England Patriots,Devin McCourty,7,110,15.71,50,50,0,69,13,82,1.0,2010,Defense
18,New England Patriots,Brandon Meriweather,3,39,13.00,39,39,0,49,19,68,0.0,2010,Defense
19,New England Patriots,Zoltan Mesko,0,0,0.00,0,0,0,1,0,1,0.0,2010,Defense
20,New England Patriots,Eric Moore,0,0,0.00,0,0,0,9,5,14,2.0,2010,Defense
21,New England Patriots,Sammy Morris,0,0,0.00,0,0,0,6,2,8,0.0,2010,Defense
22,New England Patriots,Randy Moss,0,0,0.00,0,0,0,2,0,2,0.0,2010,Defense
23,New England Patriots,Marques Murrell,0,0,0.00,0,0,0,1,0,1,0.0,2010,Defense
24,New England Patriots,Stephen Neal,0,0,0.00,0,0,0,1,0,1,0.0,2010,Defense
25,New England Patriots,Rob Ninkovich,2,1,0.50,1,1,0,44,17,61,4.0,2010,Defense
26,New England Patriots,Jarrad Page,2,0,0.00,0,0,0,7,5,12,0.0,2010,Defense
27,New England Patriots,Myron Pryor,0,0,0.00,0,0,0,6,6,12,0.5,2010,Defense
28,New England Patriots,James Sanders,3,60,20.00,32t,32t,1,43,16,59,0.0,2010,Defense
29,New England Patriots,Matt Slater,0,0,0.00,0,0,0,15,1,16,0.0,2010,Defense
30,New England Patriots,Brandon Spikes,1,5,5.00,5,5,0,38,23,61,0.0,2010,Defense
31,New England Patriots,Gerard Warren,0,0,0.00,0,0,0,17,11,28,3.5,2010,Defense
32,New England Patriots,Tracy White,0,0,0.00,0,0,0,12,5,17,0.0,2010,Defense
33,New England Patriots,Vince Wilfork,0,0,0.00,0,0,0,46,11,57,2.0,2010,Defense
34,New England Patriots,Jonathan Wilhite,0,0,0.00,0,0,0,16,4,20,0.0,2010,Defense
35,New England Patriots,Danny Woodhead,0,0,0.00,0,0,0,9,0,9,0.0,2010,Defense
36,New England Patriots,Pierre Woods,0,0,0.00,0,0,0,3,0,3,1.0,2010,Defense
0,New England Patriots,Phillip Adams,1,0,0.00,0,0,0,7,1,8,0.0,2011,Defense
1,New England Patriots,Danny Aiken,0,0,0.00,0,0,0,2,3,5,0.0,2011,Defense
2,New England Patriots,Mark Anderson,0,0,0.00,0,0,0,18,11,29,10.0,2011,Defense
3,New England Patriots,Kyle Arrington,7,92,13.14,28,28,0,66,22,88,0.0,2011,Defense
4,New England Patriots,Josh Barrett,0,0,0.00,0,0,0,14,3,17,0.0,2011,Defense
5,New England Patriots,Leigh Bodden,0,0,0.00,0,0,0,13,4,17,0.0,2011,Defense
6,New England Patriots,Ron Brace,0,0,0.00,0,0,0,1,3,4,0.0,2011,Defense
7,New England Patriots,Deion Branch,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
8,New England Patriots,Sergio Brown,1,2,2.00,2,2,0,28,9,37,0.0,2011,Defense
9,New England Patriots,Andre Carter,0,0,0.00,0,0,0,31,21,52,10.0,2011,Defense
10,New England Patriots,Patrick Chung,1,0,0.00,0,0,0,37,25,62,1.0,2011,Defense
11,New England Patriots,Landon Cohen,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
12,New England Patriots,Jermaine Cunningham,0,0,0.00,0,0,0,0,1,1,0.0,2011,Defense
13,New England Patriots,Brandon Deaderick,0,0,0.00,0,0,0,11,6,17,2.0,2011,Defense
14,New England Patriots,Ras-I Dowling,0,0,0.00,0,0,0,2,1,3,0.0,2011,Defense
15,New England Patriots,A.J. Edds,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
16,New England Patriots,Julian Edelman,0,0,0.00,0,0,0,13,5,18,0.0,2011,Defense
17,New England Patriots,Shaun Ellis,0,0,0.00,0,0,0,7,7,14,1.0,2011,Defense
18,New England Patriots,Dane Fletcher,0,0,0.00,0,0,0,19,13,32,0.0,2011,Defense
19,New England Patriots,Stephen Gostkowski,0,0,0.00,0,0,0,3,1,4,0.0,2011,Defense
20,New England Patriots,BenJarvus Green-Ellis,0,0,0.00,0,0,0,1,2,3,0.0,2011,Defense
21,New England Patriots,Rob Gronkowski,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
22,New England Patriots,Gary Guyton,1,17,17.00,17,17,0,26,21,47,0.0,2011,Defense
23,New England Patriots,Albert Haynesworth,0,0,0.00,0,0,0,2,1,3,0.0,2011,Defense
24,New England Patriots,James Ihedigbo,0,0,0.00,0,0,0,46,23,69,0.0,2011,Defense
25,New England Patriots,Nathan Jones,0,0,0.00,0,0,0,9,10,19,0.0,2011,Defense
26,New England Patriots,Niko Koutouvides,0,0,0.00,0,0,0,7,7,14,0.0,2011,Defense
27,New England Patriots,Matt Light,0,0,0.00,0,0,0,1,1,2,0.0,2011,Defense
28,New England Patriots,Kyle Love,0,0,0.00,0,0,0,20,13,33,3.0,2011,Defense
29,New England Patriots,Jerod Mayo,2,4,2.00,2,2,0,58,37,95,1.0,2011,Defense
30,New England Patriots,Devin McCourty,2,38,19.00,38,38,0,65,22,87,0.0,2011,Defense
31,New England Patriots,Zoltan Mesko,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
32,New England Patriots,Antwaun Molden,2,40,20.00,27,27,0,25,11,36,0.0,2011,Defense
33,New England Patriots,Sterling Moore,2,26,13.00,21t,21t,1,6,1,7,0.0,2011,Defense
34,New England Patriots,Rob Ninkovich,2,30,15.00,18,18,1,43,31,74,6.5,2011,Defense
35,New England Patriots,Lousaka Polite,0,0,0.00,0,0,0,0,1,1,0.0,2011,Defense
36,New England Patriots,Myron Pryor,0,0,0.00,0,0,0,1,1,2,0.5,2011,Defense
37,New England Patriots,Matt Slater,0,0,0.00,0,0,0,18,6,24,0.0,2011,Defense
38,New England Patriots,Nate Solder,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
39,New England Patriots,Brandon Spikes,0,0,0.00,0,0,0,32,15,47,0.0,2011,Defense
40,New England Patriots,Jeff Tarpinian,0,0,0.00,0,0,0,5,2,7,0.0,2011,Defense
41,New England Patriots,Tiquan Underwood,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
42,New England Patriots,Ross Ventrone,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
43,New England Patriots,Shane Vereen,0,0,0.00,0,0,0,0,1,1,0.0,2011,Defense
44,New England Patriots,Sebastian Vollmer,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
45,New England Patriots,Gerard Warren,0,0,0.00,0,0,0,8,4,12,1.0,2011,Defense
46,New England Patriots,Wes Welker,0,0,0.00,0,0,0,1,1,2,0.0,2011,Defense
47,New England Patriots,Tracy White,0,0,0.00,0,0,0,27,10,37,0.0,2011,Defense
48,New England Patriots,Vince Wilfork,2,47,23.50,28,28,0,29,23,52,3.5,2011,Defense
49,New England Patriots,Danny Woodhead,0,0,0.00,0,0,0,5,2,7,0.0,2011,Defense
0,New England Patriots,Danny Aiken,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
1,New England Patriots,Kyle Arrington,0,0,0.00,0,0,0,62,12,74,0.0,2012,Defense
2,New England Patriots,Brandon Bolden,0,0,0.00,0,0,0,5,0,5,0.0,2012,Defense
3,New England Patriots,Ron Brace,0,0,0.00,0,0,0,2,2,4,0.0,2012,Defense
4,New England Patriots,Tom Brady,0,0,0.00,0,0,0,2,0,2,0.0,2012,Defense
5,New England Patriots,Deion Branch,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
6,New England Patriots,Bobby Carpenter,0,0,0.00,0,0,0,0,2,2,0.0,2012,Defense
7,New England Patriots,Patrick Chung,2,27,13.50,27,27,0,29,15,44,0.0,2012,Defense
8,New England Patriots,Marquice Cole,1,0,0.00,0,0,0,15,2,17,0.0,2012,Defense
9,New England Patriots,Jermaine Cunningham,0,0,0.00,0,0,0,16,8,24,2.5,2012,Defense
10,New England Patriots,Brandon Deaderick,0,0,0.00,0,0,0,10,8,18,1.0,2012,Defense
11,New England Patriots,Alfonzo Dennard,3,95,31.67,87t,87t,1,34,1,35,0.0,2012,Defense
12,New England Patriots,Ras-I Dowling,0,0,0.00,0,0,0,5,2,7,0.0,2012,Defense
13,New England Patriots,Nate Ebner,0,0,0.00,0,0,0,12,2,14,0.0,2012,Defense
14,New England Patriots,Julian Edelman,0,0,0.00,0,0,0,3,0,3,0.0,2012,Defense
15,New England Patriots,Daniel Fells,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
16,New England Patriots,Justin Francis,0,0,0.00,0,0,0,7,3,10,3.0,2012,Defense
17,New England Patriots,Stephen Gostkowski,0,0,0.00,0,0,0,1,1,2,0.0,2012,Defense
18,New England Patriots,Steve Gregory,3,50,16.67,36,36,0,31,6,37,0.0,2012,Defense
19,New England Patriots,Rob Gronkowski,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
20,New England Patriots,Aaron Hernandez,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
21,New England Patriots,Dont'a Hightower,0,0,0.00,0,0,0,43,17,60,4.0,2012,Defense
22,New England Patriots,Michael Hoomanawanui,0,0,0.00,0,0,0,1,1,2,0.0,2012,Defense
23,New England Patriots,Chandler Jones,0,0,0.00,0,0,0,24,21,45,6.0,2012,Defense
24,New England Patriots,Niko Koutouvides,0,0,0.00,0,0,0,3,1,4,0.0,2012,Defense
25,New England Patriots,Kyle Love,0,0,0.00,0,0,0,11,14,25,1.5,2012,Defense
26,New England Patriots,Derrick Martin,0,0,0.00,0,0,0,4,1,5,1.0,2012,Defense
27,New England Patriots,Jerod Mayo,1,0,0.00,0,0,0,88,59,147,3.0,2012,Defense
28,New England Patriots,Devin McCourty,5,53,10.60,34,34,0,63,19,82,0.0,2012,Defense
29,New England Patriots,Sterling Moore,0,0,0.00,0,0,0,12,1,13,0.0,2012,Defense
30,New England Patriots,Rob Ninkovich,0,0,0.00,0,0,0,32,26,58,8.0,2012,Defense
31,New England Patriots,Stevan Ridley,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
32,New England Patriots,Mike Rivera,0,0,0.00,0,0,0,6,3,9,0.0,2012,Defense
33,New England Patriots,Trevor Scott,0,0,0.00,0,0,0,7,7,14,3.0,2012,Defense
34,New England Patriots,Matt Slater,0,0,0.00,0,0,0,13,6,19,0.0,2012,Defense
35,New England Patriots,Nate Solder,0,0,0.00,0,0,0,0,0,0,0.0,2012,Defense
36,New England Patriots,Brandon Spikes,0,0,0.00,0,0,0,57,35,92,1.0,2012,Defense
37,New England Patriots,Aqib Talib,1,59,59.00,59t,59t,1,13,6,19,0.0,2012,Defense
38,New England Patriots,Jeff Tarpinian,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
39,New England Patriots,Shane Vereen,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
40,New England Patriots,Sebastian Vollmer,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
41,New England Patriots,Wes Welker,0,0,0.00,0,0,0,2,0,2,0.0,2012,Defense
42,New England Patriots,Ryan Wendell,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
43,New England Patriots,Tracy White,0,0,0.00,0,0,0,7,4,11,0.0,2012,Defense
44,New England Patriots,Vince Wilfork,0,0,0.00,0,0,0,29,19,48,3.0,2012,Defense
45,New England Patriots,Malcolm Williams,0,0,0.00,0,0,0,1,1,2,0.0,2012,Defense
0,New England Patriots,Danny Aiken,0,0,0.00,0,0,0,4,0,4,0.0,2013,Defense
1,New England Patriots,Ryan Allen,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
2,New England Patriots,Kyle Arrington,1,5,5.00,5,5,0,48,14,62,2.0,2013,Defense
3,New England Patriots,Steve Beauharnais,0,0,0.00,0,0,0,0,1,1,0.0,2013,Defense
4,New England Patriots,LeGarrette Blount,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
5,New England Patriots,Brandon Bolden,0,0,0.00,0,0,0,0,1,1,0.0,2013,Defense
6,New England Patriots,Josh Boyce,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
7,New England Patriots,Michael Buchanan,0,0,0.00,0,0,0,7,2,9,2.0,2013,Defense
8,New England Patriots,Marcus Cannon,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
9,New England Patriots,Andre Carter,0,0,0.00,0,0,0,3,1,4,2.0,2013,Defense
10,New England Patriots,Marquice Cole,1,0,0.00,0,0,0,10,5,15,0.0,2013,Defense
11,New England Patriots,Jamie Collins,0,0,0.00,0,0,0,24,19,43,0.0,2013,Defense
12,New England Patriots,Kanorris Davis,0,0,0.00,0,0,0,0,1,1,0.0,2013,Defense
13,New England Patriots,Alfonzo Dennard,1,0,0.00,0,0,0,34,6,40,0.0,2013,Defense
14,New England Patriots,Aaron Dobson,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
15,New England Patriots,Nate Ebner,0,0,0.00,0,0,0,3,6,9,0.0,2013,Defense
16,New England Patriots,Dane Fletcher,0,0,0.00,0,0,0,15,11,26,2.0,2013,Defense
17,New England Patriots,Marcus Forston,0,0,0.00,0,0,0,2,1,3,0.0,2013,Defense
18,New England Patriots,Stephen Gostkowski,0,0,0.00,0,0,0,0,1,1,0.0,2013,Defense
19,New England Patriots,Steve Gregory,0,0,0.00,0,0,0,50,29,79,1.0,2013,Defense
20,New England Patriots,Rob Gronkowski,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
21,New England Patriots,Duron Harmon,2,44,22.00,42,42,0,24,7,31,0.0,2013,Defense
22,New England Patriots,Dont'a Hightower,0,0,0.00,0,0,0,55,42,97,1.0,2013,Defense
23,New England Patriots,Chandler Jones,0,0,0.00,0,0,0,40,39,79,11.5,2013,Defense
24,New England Patriots,Chris Jones,0,0,0.00,0,0,0,25,29,54,6.0,2013,Defense
25,New England Patriots,Tommy Kelly,0,0,0.00,0,0,0,12,10,22,2.5,2013,Defense
26,New England Patriots,Logan Mankins,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
27,New England Patriots,Jerod Mayo,0,0,0.00,0,0,0,35,20,55,1.5,2013,Defense
28,New England Patriots,Devin McCourty,1,0,0.00,0,0,0,48,21,69,0.0,2013,Defense
29,New England Patriots,Rob Ninkovich,0,0,0.00,0,0,0,42,49,91,8.0,2013,Defense
30,New England Patriots,Logan Ryan,5,82,16.40,79t,79t,1,29,6,35,1.5,2013,Defense
31,New England Patriots,Sealver Siliga,0,0,0.00,0,0,0,9,14,23,3.0,2013,Defense
32,New England Patriots,Matt Slater,0,0,0.00,0,0,0,8,3,11,0.0,2013,Defense
33,New England Patriots,Nate Solder,0,0,0.00,0,0,0,2,0,2,0.0,2013,Defense
34,New England Patriots,Isaac Sopoaga,0,0,0.00,0,0,0,1,1,2,1.0,2013,Defense
35,New England Patriots,Brandon Spikes,1,3,3.00,3,3,0,48,38,86,0.0,2013,Defense
36,New England Patriots,Zach Sudfeld,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
37,New England Patriots,Aqib Talib,4,12,3.00,14,14,0,35,6,41,0.0,2013,Defense
38,New England Patriots,Joe Vellano,0,0,0.00,0,0,0,20,34,54,2.0,2013,Defense
39,New England Patriots,Sebastian Vollmer,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
40,New England Patriots,Ryan Wendell,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
41,New England Patriots,Chris White,0,0,0.00,0,0,0,5,4,9,0.0,2013,Defense
42,New England Patriots,Vince Wilfork,0,0,0.00,0,0,0,4,5,9,0.0,2013,Defense
43,New England Patriots,Tavon Wilson,1,74,74.00,74t,74t,1,3,0,3,0.0,2013,Defense
0,New England Patriots,Kyle Arrington,0,0,0.00,0,0,0,33,6,39,1.0,2014,Defense
1,New England Patriots,Akeem Ayers,1,0,0.00,0,0,0,16,4,20,4.0,2014,Defense
2,New England Patriots,Brandon Bolden,0,0,0.00,0,0,0,4,2,6,0.0,2014,Defense
